Parish,Outage Count,Total Customers,Outage Percent,Date,Time
West Baton Rouge,0,12020,0.00,9/3/12,12:03
West Baton Rouge,0,12020,0.00,9/4/12,12:07
West Baton Rouge,0,12020,0.00,9/5/12,12:09
West Baton Rouge,0,12020,0.0000,9/6/12,12:06
West Carroll,0,6608,0.00,8/28/12,21:20
West Carroll,0,6608,0.00,8/29/12,9:39
West Carroll,2,6608,0.00,8/29/12,6:31
West Carroll,2,6705,0.00,8/29/12,18:20
West Carroll,6,6705,0.00,8/29/12,15:23
West Carroll,0,6705,0.00,8/30/12,3:23
West Carroll,14,6705,0.00,8/30/12,7:44
West Carroll,56,6705,0.01,8/31/12,1:52
West Carroll,17,6705,0.00,9/1/12,9:33
West Carroll,0,6705,0.00,9/2/12,15:13
West Carroll,0,6705,0.00,9/3/12,12:03
West Carroll,0,6705,0.00,9/4/12,12:07
West Carroll,0,6705,0.00,9/5/12,12:09
West Carroll,0,6705,0.0000,9/6/12,12:06
West Feliciana,0,5850,0.00,8/28/12,21:20
West Feliciana,137,5850,0.02,8/29/12,6:31
West Feliciana,277,5866,0.05,8/29/12,9:39
West Feliciana,3100,5904,0.53,8/29/12,15:23
West Feliciana,4189,5904,0.71,8/29/12,18:20
West Feliciana,4748,5904,0.80,8/30/12,3:23
West Feliciana,4862,5904,0.82,8/30/12,7:44
West Feliciana,3481,5904,0.59,8/31/12,1:52
West Feliciana,1291,5904,0.22,9/1/12,9:33
West Feliciana,42,5904,0.01,9/2/12,15:13
West Feliciana,0,5904,0.00,9/3/12,12:03
West Feliciana,0,5904,0.00,9/4/12,12:07
West Feliciana,0,5904,0.00,9/5/12,12:09
West Feliciana,0,5904,0.0000,9/6/12,12:06
Winn,0,5400,0.00,8/28/12,21:20
Winn,0,5400,0.00,8/29/12,6:31
Winn,0,5400,0.00,8/29/12,9:39
Winn,0,5491,0.00,8/29/12,15:23
Winn,7,5491,0.00,8/29/12,18:20
Winn,808,5491,0.15,8/30/12,3:23
Winn,1190,5491,0.22,8/30/12,7:44
Winn,21,5491,0.00,8/31/12,1:52
Winn,22,5491,0.00,9/1/12,9:33
Winn,0,5491,0.00,9/2/12,15:13
Winn,0,5491,0.00,9/3/12,12:03
Winn,0,5491,0.00,9/4/12,12:07
Winn,0,5491,0.00,9/5/12,12:09
Winn,0,5491,0.0000,9/6/12,12:06
